ï»¿OBJECTID,Event Number,Complaint Number,Tencode,Tencode Description,Tencode Suffix,Tencode Suffix Description,Disposition Code,Disposition Description,Block,Street Name,Unit Dispatched,Shift,Sector,Zone,Latitude,Longitude,RPA,Call_Received
143438,PD202400098474,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,10,NO RESPONSE,400,MYATT DR,57A46,A,M,715,,,1715,2024-02-06 12:54:57
143439,PD202400054840,,3,,,,15,COMMUNITY POLICING,400,MYATT DR,713A,A,M,715,,,1715,2024-01-22 12:18:55
143440,PD202400083685,,87,SAFETY HAZARD,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,710B,A,M,715,,,1715,2024-02-01 14:22:21
143441,PD202400116443,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,10,NO RESPONSE,400,MYATT DR,57A39,A,M,715,,,1715,2024-02-12 14:13:47
143442,PD202400066546,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,633A,A,M,715,,,1715,2024-01-26 12:20:34
143443,PD202400102127,20240085445,59,PERSON INDECENTLY EXPOSED,R,REPORT,1,M.P.D. REPORT COMPLED,400,MYATT DR,711A,A,M,715,,,1715,2024-02-07 14:12:27
143444,PD202400093882,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,535A,A,M,715,,,1715,2024-02-05 06:25:30
143445,PD202400093888,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,715A,A,M,715,,,1715,2024-02-05 06:27:04
143446,PD202400085623,,3,,,,6,ASSISTED OTHER UNIT,400,MYATT DR,3698,C,M,715,,,1715,2024-02-02 02:35:20
143447,PD202400071532,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,710A,A,M,715,,,1715,2024-01-28 12:42:27
143448,PD202400076870,,3,,,,15,COMMUNITY POLICING,400,MYATT DR,713A,A,M,715,,,1715,2024-01-30 10:19:07
143449,PD202400076533,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,2E11,A,M,715,,,1715,2024-01-30 08:12:21
143450,PD202400111599,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,713A,A,M,715,,,1715,2024-02-10 14:13:21
143451,PD202400063327,20240052673,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,1,M.P.D. REPORT COMPLED,400,MYATT DR,710A,A,M,715,,,1715,2024-01-25 11:28:01
143452,PD202400073848,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,211B,A,M,715,,,1715,2024-01-29 10:42:11
143453,PD202400122295,20240102721,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,1,M.P.D. REPORT COMPLED,400,MYATT DR,3610,A,M,715,,,1715,2024-02-14 07:29:42
143454,PD202400093917,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,333A,A,M,715,,,1715,2024-02-05 06:40:37
143455,PD202400109042,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,711B,B,M,715,,,1715,2024-02-09 15:48:04
143456,PD202400125478,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,335A,A,M,715,,,1715,2024-02-15 06:59:12
143457,PD202400084077,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,1,M.P.D. REPORT COMPLED,400,MYATT DR,721A,B,M,715,,,1715,2024-02-01 16:44:14
143458,PD202400063768,,3,,,,6,ASSISTED OTHER UNIT,400,MYATT DR,713B,B,M,715,,,1715,2024-01-25 15:08:17
143459,PD202400109768,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,720C,B,M,715,,,1715,2024-02-09 20:29:09
143460,PD202400137801,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,715B,B,M,715,,,1715,2024-02-19 15:20:29
143461,PD202400137802,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,715B,B,M,715,,,1715,2024-02-19 15:20:34
143462,PD202400122233,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,3673,A,M,715,,,1715,2024-02-14 07:06:57
143463,PD202400137822,,3,,,,15,COMMUNITY POLICING,400,MYATT DR,715B,B,M,715,,,1715,2024-02-19 15:31:37
143464,PD202400153249,,44,DISORDERLY PERSON,R,REPORT,4,ASSISTED CITIZEN,400,MYATT DR,715A,A,M,715,,,1715,2024-02-24 08:28:49
143465,PD202400055244,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,4,ASSISTED CITIZEN,400,MYATT DR,715B,B,M,715,,,1715,2024-01-22 15:44:34
143466,PD202400151128,,3,,,,1,M.P.D. REPORT COMPLED,400,MYATT DR,215B,B,M,715,,,1715,2024-02-23 15:33:47
143467,PD202400054915,,3,,,,15,COMMUNITY POLICING,400,MYATT DR,713A,A,M,715,,,1715,2024-01-22 13:00:51
143468,PD202400085824,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,714A,C,M,715,,,1715,2024-02-02 05:54:12
143469,PD202400063109,20240052487,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,1,M.P.D. REPORT COMPLED,400,MYATT DR,710A,A,M,715,,,1715,2024-01-25 09:35:26
143470,PD202400152749,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,711B,C,M,715,,,1715,2024-02-24 01:39:32
143471,PD202400108136,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,3618,A,M,715,,,1715,2024-02-09 08:49:53
143472,PD202400098211,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,121A9,A,M,715,,,1715,2024-02-06 11:03:51
143473,PD202400140587,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,1,M.P.D. REPORT COMPLED,400,MYATT DR,3681,A,M,715,,,1715,2024-02-20 12:50:10
143474,PD202400087605,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,7482,B,M,715,,,1715,2024-02-02 17:58:12
143475,PD202400102790,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,11,DISREGARD / SIGNAL 9,400,MYATT DR,,B,M,715,,,1715,2024-02-07 18:05:37
143476,PD202400124271,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,6,ASSISTED OTHER UNIT,400,MYATT DR,710B,B,M,715,,,1715,2024-02-14 20:19:04
143477,PD202400083153,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,7E10,A,M,715,,,1715,2024-02-01 10:21:06
143478,PD202400108618,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PV,,4,ASSISTED CITIZEN,400,MYATT DR,3617,A,M,715,,,1715,2024-02-09 12:27:36
143479,PD202400105638,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,111B,A,M,715,,,1715,2024-02-08 14:23:58
143481,PD202400150109,,3,,,,15,COMMUNITY POLICING,400,MYATT DR,613A,A,M,715,,,1715,2024-02-23 07:37:12
143482,PD202400153111,,44,DISORDERLY PERSON,R,REPORT,5,GONE ON ARRIVAL,400,MYATT DR,715A,A,M,715,,,1715,2024-02-24 07:17:18
143483,PD202400093044,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,6,ASSISTED OTHER UNIT,400,MYATT DR,711C,B,M,715,,,1715,2024-02-04 21:26:04
143484,PD202400150943,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,715A,A,M,715,,,1715,2024-02-23 14:23:24
143485,PD202400151003,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,715A,A,M,715,,,1715,2024-02-23 14:46:06
143486,PD202400138913,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,715B,B,M,715,,,1715,2024-02-19 22:46:20
143487,PD202400147694,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,711B,B,M,715,,,1715,2024-02-22 15:19:53
143488,PD202400147877,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,712B,B,M,715,,,1715,2024-02-22 16:35:37
143489,PD202400144011,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,3617,A,M,715,,,1715,2024-02-21 13:28:59
143490,PD202400072051,,65,DANGEROUS / INJURED ANIMAL,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,710B,B,M,715,,,1715,2024-01-28 18:09:23
143491,PD202400061779,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,721B,B,M,715,,,1715,2024-01-24 21:29:56
143493,PD202400080176,,49,VEHICLE BLOCKING RIGHT OF WAY,P,PROGRESS,1,M.P.D. REPORT COMPLED,400,MYATT DR,3617,A,M,715,,,1715,2024-01-31 10:39:16
143494,PD202400125434,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,227A1,A,M,715,,,1715,2024-02-15 06:33:40
143495,PD202400079831,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,3616,A,M,715,,,1715,2024-01-31 08:07:44
143496,PD202400063621,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,712A,A,M,715,,,1715,2024-01-25 13:59:54
143497,PD202400074312,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,720A,A,M,715,,,1715,2024-01-29 14:26:27
143498,PD202400140704,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,413A,A,M,715,,,1715,2024-02-20 13:36:54
143500,PD202400085900,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,711A,A,M,715,,,1715,2024-02-02 06:42:08
143501,PD202400124448,,3,,,,6,ASSISTED OTHER UNIT,400,MYATT DR,725C,B,M,715,,,1715,2024-02-14 21:23:30
143502,PD202400076209,,3,,,,10,NO RESPONSE,400,MYATT DR,125C,C,M,715,,,1715,2024-01-30 05:34:50
143503,PD202400116881,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,7482,B,M,715,,,1715,2024-02-12 17:23:00
143504,PD202400091318,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,14,ASSISTANCE REFUSED,400,MYATT DR,723C,C,M,715,,,1715,2024-02-04 02:26:33
143505,PD202400101178,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,711A,A,M,715,,,1715,2024-02-07 08:27:49
143506,PD202400106071,20240088864,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,1,M.P.D. REPORT COMPLED,400,MYATT DR,7D55,B,M,715,,,1715,2024-02-08 16:57:09
143507,PD202400066289,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,7E11,A,M,715,,,1715,2024-01-26 10:21:35
143508,PD202400060378,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,721A,A,M,715,,,1715,2024-01-24 11:19:55
143509,PD202400080508,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,715B,A,M,715,,,1715,2024-01-31 13:20:04
143510,PD202400113528,20240095055,50,THEFT,R,REPORT,1,M.P.D. REPORT COMPLED,400,MYATT DR,715A,A,M,715,,,1715,2024-02-11 09:53:06
143512,PD202400065128,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,711B,C,M,715,,,1715,2024-01-25 23:24:13
143513,PD202400058842,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,721C,B,M,715,,,1715,2024-01-23 21:53:45
143514,PD202400119911,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,523B,A,M,715,,,1715,2024-02-13 14:17:08
143515,PD202400108060,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,311A,A,M,715,,,1715,2024-02-09 08:10:15
143516,PD202400077876,20240064752,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,1,M.P.D. REPORT COMPLED,400,MYATT DR,7C62,B,M,715,,,1715,2024-01-30 17:29:58
143517,PD202400141118,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PV,,1,M.P.D. REPORT COMPLED,400,MYATT DR,3681,B,M,715,,,1715,2024-02-20 16:18:27
143518,PD202400080153,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,711A,A,M,715,,,1715,2024-01-31 10:29:03
143521,PD202400140973,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,725B,B,M,715,,,1715,2024-02-20 15:20:55
143522,PD202400140974,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,712B,B,M,715,,,1715,2024-02-20 15:21:05
143523,PD202400101225,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,11,DISREGARD / SIGNAL 9,400,MYATT DR,723A,A,M,715,,,1715,2024-02-07 08:46:14
143524,PD202400241392,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,1,M.P.D. REPORT COMPLED,400,MYATT DR,703,A,M,715,,,1715,2024-03-25 12:38:56
143525,PD202400314279,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,795A,A,M,715,,,1715,2024-04-19 06:47:58
143526,PD202400314285,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,521A9,A,M,715,,,1715,2024-04-19 06:49:05
143527,PD202400314897,,93,TRAFFIC VIOLATION,,,9,SUBJECT WARNED,400,MYATT DR,725A,A,M,715,,,1715,2024-04-19 11:28:20
143528,PD202400193144,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PV,,1,M.P.D. REPORT COMPLED,400,MYATT DR,3617,A,M,715,,,1715,2024-03-08 12:35:31
143529,PD202400227714,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,5,GONE ON ARRIVAL,400,MYATT DR,715B,A,M,715,,,1715,2024-03-20 14:24:53
143530,PD202400205766,,3,,,,6,ASSISTED OTHER UNIT,400,MYATT DR,725C,B,M,715,,,1715,2024-03-12 21:24:52
143531,PD202400273124,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,715C,B,M,715,,,1715,2024-04-04 21:58:07
143532,PD202400165681,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,720A1,A,M,715,,,1715,2024-02-28 12:55:57
143533,PD202400183292,,35,MENTALLY ILL PERSON,P,PROGRESS,6,ASSISTED OTHER UNIT,400,MYATT DR,MAPR,A,M,715,,,1715,2024-03-05 12:10:55
143534,PD202400166935,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,10,NO RESPONSE,400,MYATT DR,713C,B,M,715,,,1715,2024-02-28 21:28:21
143535,PD202400165721,20240139664,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,1,M.P.D. REPORT COMPLED,400,MYATT DR,MAPR,A,M,715,,,1715,2024-02-28 13:10:35
143536,PD202400262207,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,3622,A,M,715,,,1715,2024-04-01 13:45:10
143537,PD202400210138,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,7364,A,M,715,,,1715,2024-03-14 07:44:38
143538,PD202400210139,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,7316,A,M,715,,,1715,2024-03-14 07:44:42
143539,PD202400297021,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,10,NO RESPONSE,400,MYATT DR,711A,A,M,715,,,1715,2024-04-13 07:57:33
143542,PD202400268226,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,3682,A,M,715,,,1715,2024-04-03 13:45:56
143543,PD202400288551,20240242778,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,1,M.P.D. REPORT COMPLED,400,MYATT DR,711B,B,M,715,,,1715,2024-04-10 16:45:37
143544,PD202400193067,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,720A9,A,M,715,,,1715,2024-03-08 12:03:52
143545,PD202400244739,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,3617,A,M,715,,,1715,2024-03-26 13:51:49
143548,PD202400287244,,3,,,,6,ASSISTED OTHER UNIT,400,MYATT DR,721B,A,M,715,,,1715,2024-04-10 07:46:47
143549,PD202400334979,,3,,,,6,ASSISTED OTHER UNIT,400,MYATT DR,715A,A,M,715,,,1715,2024-04-26 13:45:55
143550,PD202400304976,20240256166,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,1,M.P.D. REPORT COMPLED,400,MYATT DR,MAPR,A,M,715,,,1715,2024-04-16 11:08:10
143551,PD202400341661,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,715B,A,M,715,,,1715,2024-04-29 09:39:21
143552,PD202400156134,,75,MISSING PERSON,R,REPORT,1,M.P.D. REPORT COMPLED,400,MYATT DR,713A,A,M,715,,,1715,2024-02-25 11:55:23
143553,PD202400284093,20240238853,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,1,M.P.D. REPORT COMPLED,400,MYATT DR,711C,A,M,715,,,1715,2024-04-09 07:10:06
143555,PD202400189633,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,1E11,A,M,715,,,1715,2024-03-07 10:37:24
143556,PD202400189252,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,123A,A,M,715,,,1715,2024-03-07 08:06:31
143557,PD202400254449,,45,VEHICLE ACCIDENT - PROPERTY DAMAGE,RD,,5,GONE ON ARRIVAL,400,MYATT DR,715A,A,M,715,,,1715,2024-03-29 09:55:16
143558,PD202400342339,20240287221,50,THEFT,RV,,1,M.P.D. REPORT COMPLED,400,MYATT DR,711B,A,M,715,,,1715,2024-04-29 14:43:33
143559,PD202400161935,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,895A,A,M,715,,,1715,2024-02-27 09:29:36
143560,PD202400235747,20240198758,50,THEFT,RC,,1,M.P.D. REPORT COMPLED,400,MYATT DR,715B,C,M,715,,,1715,2024-03-22 23:45:57
143561,PD202400294488,20240247829,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,1,M.P.D. REPORT COMPLED,400,MYATT DR,57A21,A,M,715,,,1715,2024-04-12 10:41:54
143562,PD202400293625,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,715C,C,M,715,,,1715,2024-04-12 01:24:10
143563,PD202400342323,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,711B,A,M,715,,,1715,2024-04-29 14:32:18
143564,PD202400304525,,3,,,,15,COMMUNITY POLICING,400,MYATT DR,850A,A,M,715,,,1715,2024-04-16 08:07:49
143565,PD202400200529,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,7335,A,M,715,,,1715,2024-03-11 07:02:53
143567,PD202400305128,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,611C9,A,M,715,,,1715,2024-04-16 12:03:53
143568,PD202400200636,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,7316,A,M,715,,,1715,2024-03-11 07:48:31
143570,PD202400311617,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,7E13,A,M,715,,,1715,2024-04-18 12:21:32
143571,PD202400344978,,3,,,,6,ASSISTED OTHER UNIT,400,MYATT DR,2680,A,M,715,,,1715,2024-04-30 11:38:50
143572,PD202400321608,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,7E13,A,M,715,,,1715,2024-04-22 10:40:30
143573,PD202400302408,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,315B,B,M,715,,,1715,2024-04-15 15:59:46
143575,PD202400301017,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,315B,A,M,715,,,1715,2024-04-15 06:23:49
143576,PD202400301035,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,5320,A,M,715,,,1715,2024-04-15 06:36:19
143577,PD202400334756,20240281276,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,7E13,A,M,715,,,1715,2024-04-26 12:11:52
143578,PD202400173490,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,713C,B,M,715,,,1715,2024-03-01 21:49:29
143579,PD202400198866,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,6,ASSISTED OTHER UNIT,400,MYATT DR,3672,B,M,715,,,1715,2024-03-10 15:05:20
143580,PD202400164858,,3,,,,6,ASSISTED OTHER UNIT,400,MYATT DR,721B9,A,M,715,,,1715,2024-02-28 07:18:19
143581,PD202400162847,20240137225,35,MENTALLY ILL PERSON,P,PROGRESS,1,M.P.D. REPORT COMPLED,400,MYATT DR,715B,B,M,715,,,1715,2024-02-27 15:35:43
143582,PD202400161765,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,57A17,A,M,715,,,1715,2024-02-27 08:30:00
143584,PD202400299616,,3,,,,15,COMMUNITY POLICING,400,MYATT DR,2932,A,M,715,,,1715,2024-04-14 13:33:35
143585,PD202400206096,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,7C60,B,M,715,,,1715,2024-03-12 22:49:13
143586,PD202400287083,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,3673,A,M,715,,,1715,2024-04-10 06:37:59
143587,PD202400301849,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,425A,A,M,715,,,1715,2024-04-15 12:00:51
143588,PD202400324789,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,8,ADVISED IN CIVIL CASE,400,MYATT DR,715A,A,M,715,,,1715,2024-04-23 10:48:11
143590,PD202400221894,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,57A52,B,M,715,,,1715,2024-03-18 18:02:40
143591,PD202400304282,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,315B9,A,M,715,,,1715,2024-04-16 06:31:06
143592,PD202400295213,20240248406,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,1,M.P.D. REPORT COMPLED,400,MYATT DR,715B,B,M,715,,,1715,2024-04-12 16:29:04
143593,PD202400251915,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,3617,B,M,715,,,1715,2024-03-28 16:19:12
143594,PD202400300967,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,331B9,C,M,715,,,1715,2024-04-15 05:54:17
143595,PD202400162334,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,710A1,A,M,715,,,1715,2024-02-27 12:15:21
143596,PD202400344709,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,715B,A,M,715,,,1715,2024-04-30 09:39:26
143597,PD202400281750,20240236854,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,1,M.P.D. REPORT COMPLED,400,MYATT DR,MAPR,A,M,715,,,1715,2024-04-08 12:03:14
143598,PD202400228255,20240192424,44,DISORDERLY PERSON,R,REPORT,10,NO RESPONSE,400,MYATT DR,57A45,B,M,715,,,1715,2024-03-20 17:35:44
143599,PD202400244161,20240205503,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,1,M.P.D. REPORT COMPLED,400,MYATT DR,711A,A,M,715,,,1715,2024-03-26 09:50:05
143601,PD202400201956,,45,VEHICLE ACCIDENT - PROPERTY DAMAGE,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,715B,B,M,715,,,1715,2024-03-11 17:22:15
143602,PD202400330770,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,321C,A,M,715,,,1715,2024-04-25 06:53:04
143603,PD202400344549,20240289000,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,1,M.P.D. REPORT COMPLED,400,MYATT DR,3618,A,M,715,,,1715,2024-04-30 08:35:22
143604,PD202400344552,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,5152,A,M,715,,,1715,2024-04-30 08:36:11
143605,PD202400308026,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,5320,A,M,715,,,1715,2024-04-17 11:09:06
143606,PD202400353099,20240296099,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,1,M.P.D. REPORT COMPLED,400,MYATT DR,715C,B,M,715,,,1715,2024-05-02 21:32:53
143607,PD202400218996,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,723B,B,M,715,,,1715,2024-03-17 15:27:45
143609,PD202400291386,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,7E13,A,M,715,,,1715,2024-04-11 12:18:26
143610,PD202400245887,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,721C,B,M,715,,,1715,2024-03-26 21:26:08
143611,PD202400281535,20240236681,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,1,M.P.D. REPORT COMPLED,400,MYATT DR,7D53,A,M,715,,,1715,2024-04-08 10:53:22
143612,PD202400281536,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,1,M.P.D. REPORT COMPLED,400,MYATT DR,7D53,A,M,715,,,1715,2024-04-08 10:53:23
143613,PD202400206984,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,7364,A,M,715,,,1715,2024-03-13 07:36:53
143614,PD202400206990,,3,,,,4,ASSISTED CITIZEN,400,MYATT DR,7316,A,M,715,,,1715,2024-03-13 07:39:02
143615,PD202400192938,,75,MISSING PERSON,R,REPORT,1,M.P.D. REPORT COMPLED,400,MYATT DR,710A,A,M,715,,,1715,2024-03-08 10:57:22
143616,PD202400201944,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,400,MYATT DR,3684,B,M,715,,,1715,2024-03-11 17:16:04
143617,PD202400171137,,3,,,,11,DISREGARD / SIGNAL 9,400,MYATT DR,723C,C,M,715,,,1715,2024-03-01 05:32:28
143648,PD202400055797,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,11,DISREGARD / SIGNAL 9,,DIVIDING RIDGE RD,,B,M,725,,,2203,2024-01-22 20:09:39
143651,PD202400133097,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,15,COMMUNITY POLICING,,SINGER DR,712A,B,M,715,,,1727,2024-02-17 20:18:54
143652,PD202400287329,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,,CHADWELL DR,723A,A,M,723,,,2041,2024-04-10 08:15:20
143653,PD202400314359,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,,CHADWELL DR,723A,A,M,723,,,2041,2024-04-19 07:28:51
143685,PD202400015861,,71,BURGLARY - NON-RESIDENCE,A,ALARM,6,ASSISTED OTHER UNIT,600,W DUE WEST AVE,727C,C,M,723,36.249,-86.736,1797,2024-01-07 02:18:42
